,date,shop,brand,container,quantity,capacity,sales
2572,2014-05-31,shop_4,orange-power,plastic,46313,1.5lt,68915.19
2573,2014-05-31,shop_4,orange-power,can,76009,330ml,29911.99
2574,2014-05-31,shop_4,gazoza,glass,75301,500ml,37507.04
2575,2014-05-31,shop_4,gazoza,plastic,42852,1.5lt,46599.77
2576,2014-05-31,shop_4,gazoza,can,100448,330ml,23686.29
2577,2014-05-31,shop_4,lemon-boost,glass,30488,500ml,29748.67
2578,2014-05-31,shop_4,lemon-boost,plastic,19840,1.5lt,47000.74
2579,2014-05-31,shop_4,lemon-boost,can,64285,330ml,22423.02
2580,2014-05-31,shop_3,kinder-cola,glass,14449,500ml,15904.84
2581,2014-05-31,shop_3,kinder-cola,plastic,12861,1.5lt,33094.35
2582,2014-05-31,shop_3,kinder-cola,can,23512,330ml,9381.56
2583,2014-05-31,shop_3,adult-cola,glass,24909,500ml,25710.78
2584,2014-05-31,shop_3,adult-cola,plastic,15021,1.5lt,40905.63
2585,2014-05-31,shop_3,adult-cola,can,24662,330ml,17881.97
2586,2014-05-31,shop_3,orange-power,glass,13765,500ml,15324.39
2587,2014-05-31,shop_3,orange-power,plastic,23792,1.5lt,33919.77
2588,2014-05-31,shop_3,orange-power,can,17555,330ml,11202.73
2589,2014-05-31,shop_3,gazoza,glass,33563,500ml,21782.99
2590,2014-05-31,shop_3,gazoza,plastic,25512,1.5lt,29512.62
2591,2014-05-31,shop_3,gazoza,can,62328,330ml,14535.1
2592,2014-05-31,shop_3,lemon-boost,glass,27136,500ml,16580.85
2593,2014-05-31,shop_3,lemon-boost,plastic,15475,1.5lt,33897.18
2594,2014-05-31,shop_3,lemon-boost,can,18735,330ml,10503.65
2610,2014-06-30,shop_1,kinder-cola,glass,19705,500ml,24158.44
2611,2014-06-30,shop_1,kinder-cola,plastic,13271,1.5lt,41596.37
2612,2014-06-30,shop_1,kinder-cola,can,25663,330ml,15726.87
2613,2014-06-30,shop_1,adult-cola,glass,38963,500ml,31337.46
2614,2014-06-30,shop_1,adult-cola,plastic,10305,1.5lt,37841.38
2615,2014-06-30,shop_1,adult-cola,can,31013,330ml,22547.0
2616,2014-06-30,shop_1,orange-power,glass,56308,500ml,35833.13
2617,2014-06-30,shop_1,orange-power,plastic,31677,1.5lt,48541.56
2618,2014-06-30,shop_1,orange-power,can,47410,330ml,23202.11
2619,2014-06-30,shop_1,gazoza,glass,44511,500ml,29512.69
2620,2014-06-30,shop_1,gazoza,plastic,49641,1.5lt,42028.7
2621,2014-06-30,shop_1,gazoza,can,46366,330ml,17924.66
2622,2014-06-30,shop_1,lemon-boost,glass,36834,500ml,25110.51
2623,2014-06-30,shop_1,lemon-boost,plastic,19194,1.5lt,38903.11
2624,2014-06-30,shop_1,lemon-boost,can,24498,330ml,15320.55
2625,2014-06-30,shop_2,kinder-cola,glass,29657,500ml,31586.0
2626,2014-06-30,shop_2,kinder-cola,plastic,17623,1.5lt,47761.76
2627,2014-06-30,shop_2,kinder-cola,can,29777,330ml,23462.83
2628,2014-06-30,shop_2,adult-cola,glass,25683,500ml,35449.94
2629,2014-06-30,shop_2,adult-cola,plastic,28117,1.5lt,66489.9
2630,2014-06-30,shop_2,adult-cola,can,49510,330ml,30057.03
2631,2014-06-30,shop_2,orange-power,glass,42444,500ml,39932.76
2632,2014-06-30,shop_2,orange-power,plastic,46865,1.5lt,67028.17
2633,2014-06-30,shop_2,orange-power,can,66906,330ml,27341.69
2634,2014-06-30,shop_2,gazoza,glass,63052,500ml,38870.1
2635,2014-06-30,shop_2,gazoza,plastic,44231,1.5lt,44009.74
2636,2014-06-30,shop_2,gazoza,can,74892,330ml,24802.06
2637,2014-06-30,shop_2,lemon-boost,glass,27470,500ml,29458.09
2638,2014-06-30,shop_2,lemon-boost,plastic,28678,1.5lt,55294.19
2639,2014-06-30,shop_2,lemon-boost,can,46575,330ml,22455.9
2640,2014-06-30,shop_6,kinder-cola,glass,28363,500ml,40333.2
2641,2014-06-30,shop_6,kinder-cola,plastic,21146,1.5lt,65817.03
2642,2014-06-30,shop_6,kinder-cola,can,44692,330ml,31464.25
2643,2014-06-30,shop_6,adult-cola,glass,53044,500ml,46921.26
2644,2014-06-30,shop_6,adult-cola,plastic,26285,1.5lt,82412.48
2645,2014-06-30,shop_6,adult-cola,can,52051,330ml,35805.67
2646,2014-06-30,shop_6,orange-power,glass,54294,500ml,51119.52
2647,2014-06-30,shop_6,orange-power,plastic,57551,1.5lt,82001.22
2648,2014-06-30,shop_6,orange-power,can,77077,330ml,36197.93
2649,2014-06-30,shop_6,gazoza,glass,95274,500ml,59859.68
2650,2014-06-30,shop_6,gazoza,plastic,61910,1.5lt,61475.96
2651,2014-06-30,shop_6,gazoza,can,73866,330ml,28113.01
2652,2014-06-30,shop_6,lemon-boost,glass,37660,500ml,40333.98
2653,2014-06-30,shop_6,lemon-boost,plastic,29584,1.5lt,57304.31
2654,2014-06-30,shop_6,lemon-boost,can,54287,330ml,29125.06
2655,2014-06-30,shop_4,kinder-cola,glass,28129,500ml,31435.33
2656,2014-06-30,shop_4,kinder-cola,plastic,21546,1.5lt,58292.4
2657,2014-06-30,shop_4,kinder-cola,can,24381,330ml,20478.79
2658,2014-06-30,shop_4,adult-cola,glass,38660,500ml,41986.89
2659,2014-06-30,shop_4,adult-cola,plastic,23214,1.5lt,71468.41
2660,2014-06-30,shop_4,adult-cola,can,76785,330ml,31804.2
2661,2014-06-30,shop_4,orange-power,glass,58271,500ml,44201.08
2662,2014-06-30,shop_4,orange-power,plastic,32978,1.5lt,67895.02
2663,2014-06-30,shop_4,orange-power,can,39003,330ml,23493.58
2664,2014-06-30,shop_4,gazoza,glass,85715,500ml,43649.55
2665,2014-06-30,shop_4,gazoza,plastic,66774,1.5lt,39042.34
2666,2014-06-30,shop_4,gazoza,can,82370,330ml,27263.74
2667,2014-06-30,shop_4,lemon-boost,glass,19246,500ml,23266.64
2668,2014-06-30,shop_4,lemon-boost,plastic,41304,1.5lt,48271.38
2669,2014-06-30,shop_4,lemon-boost,can,49415,330ml,21927.94
2670,2014-06-30,shop_3,kinder-cola,glass,20598,500ml,22220.51
2671,2014-06-30,shop_3,kinder-cola,plastic,13503,1.5lt,29721.14
2672,2014-06-30,shop_3,kinder-cola,can,17707,330ml,15091.21
2673,2014-06-30,shop_3,adult-cola,glass,17515,500ml,22040.5
2674,2014-06-30,shop_3,adult-cola,plastic,36735,1.5lt,34669.1
2675,2014-06-30,shop_3,adult-cola,can,37225,330ml,20705.56
2676,2014-06-30,shop_3,orange-power,glass,35027,500ml,30009.39
2677,2014-06-30,shop_3,orange-power,plastic,30899,1.5lt,43472.87
2678,2014-06-30,shop_3,orange-power,can,32750,330ml,17395.66
2679,2014-06-30,shop_3,gazoza,glass,73781,500ml,29006.66
2680,2014-06-30,shop_3,gazoza,plastic,27638,1.5lt,31159.44
2681,2014-06-30,shop_3,gazoza,can,52898,330ml,17058.22
2682,2014-06-30,shop_3,lemon-boost,glass,23905,500ml,21329.02
2683,2014-06-30,shop_3,lemon-boost,plastic,15019,1.5lt,27271.82
2684,2014-06-30,shop_3,lemon-boost,can,37614,330ml,16916.77
2700,2014-07-31,shop_1,kinder-cola,glass,22839,500ml,26854.34
2701,2014-07-31,shop_1,kinder-cola,plastic,13033,1.5lt,46110.34
2702,2014-07-31,shop_1,kinder-cola,can,37056,330ml,19991.89
2703,2014-07-31,shop_1,adult-cola,glass,21410,500ml,27345.34
2704,2014-07-31,shop_1,adult-cola,plastic,27797,1.5lt,57300.89
2705,2014-07-31,shop_1,adult-cola,can,47558,330ml,29452.12
2706,2014-07-31,shop_1,orange-power,glass,25271,500ml,26909.97
2707,2014-07-31,shop_1,orange-power,plastic,26577,1.5lt,48205.1
2708,2014-07-31,shop_1,orange-power,can,67881,330ml,28696.39
2709,2014-07-31,shop_1,gazoza,glass,44527,500ml,31254.62
2710,2014-07-31,shop_1,gazoza,plastic,27088,1.5lt,36596.8
2711,2014-07-31,shop_1,gazoza,can,38962,330ml,15621.21
2712,2014-07-31,shop_1,lemon-boost,glass,28449,500ml,30221.61
2713,2014-07-31,shop_1,lemon-boost,plastic,19203,1.5lt,44514.85
2714,2014-07-31,shop_1,lemon-boost,can,46080,330ml,20410.26
2715,2014-07-31,shop_2,kinder-cola,glass,24579,500ml,32769.29
2716,2014-07-31,shop_2,kinder-cola,plastic,11719,1.5lt,48561.67
2717,2014-07-31,shop_2,kinder-cola,can,26382,330ml,21343.07
2718,2014-07-31,shop_2,adult-cola,glass,38114,500ml,43523.11
2719,2014-07-31,shop_2,adult-cola,plastic,16859,1.5lt,55920.51
2720,2014-07-31,shop_2,adult-cola,can,55251,330ml,32335.78
2721,2014-07-31,shop_2,orange-power,glass,50710,500ml,48360.54
2722,2014-07-31,shop_2,orange-power,plastic,54289,1.5lt,53390.8
2723,2014-07-31,shop_2,orange-power,can,60896,330ml,29299.17
2724,2014-07-31,shop_2,gazoza,glass,62885,500ml,41022.8
2725,2014-07-31,shop_2,gazoza,plastic,53659,1.5lt,54831.65
2726,2014-07-31,shop_2,gazoza,can,123384,330ml,33957.24
2727,2014-07-31,shop_2,lemon-boost,glass,34556,500ml,36104.59
2728,2014-07-31,shop_2,lemon-boost,plastic,23431,1.5lt,51603.36
2729,2014-07-31,shop_2,lemon-boost,can,34533,330ml,21904.59
2730,2014-07-31,shop_6,kinder-cola,glass,34148,500ml,44833.49
2731,2014-07-31,shop_6,kinder-cola,plastic,20373,1.5lt,72741.81
2732,2014-07-31,shop_6,kinder-cola,can,43443,330ml,30928.67
2733,2014-07-31,shop_6,adult-cola,glass,37733,500ml,51715.14
2734,2014-07-31,shop_6,adult-cola,plastic,38503,1.5lt,100959.5
2735,2014-07-31,shop_6,adult-cola,can,56222,330ml,41443.95
2736,2014-07-31,shop_6,orange-power,glass,98662,500ml,66082.47
2737,2014-07-31,shop_6,orange-power,plastic,52901,1.5lt,101539.57
2738,2014-07-31,shop_6,orange-power,can,79730,330ml,40646.96
2739,2014-07-31,shop_6,gazoza,glass,89670,500ml,57586.19
2740,2014-07-31,shop_6,gazoza,plastic,78124,1.5lt,74394.03
2741,2014-07-31,shop_6,gazoza,can,85122,330ml,29969.4
2742,2014-07-31,shop_6,lemon-boost,glass,38718,500ml,41660.0
2743,2014-07-31,shop_6,lemon-boost,plastic,41639,1.5lt,78272.23
2744,2014-07-31,shop_6,lemon-boost,can,47891,330ml,29792.57
2745,2014-07-31,shop_4,kinder-cola,glass,33960,500ml,34850.09
2746,2014-07-31,shop_4,kinder-cola,plastic,15502,1.5lt,57449.11
2747,2014-07-31,shop_4,kinder-cola,can,30879,330ml,22016.74
2748,2014-07-31,shop_4,adult-cola,glass,37882,500ml,44258.69
2749,2014-07-31,shop_4,adult-cola,plastic,34001,1.5lt,81931.83
2750,2014-07-31,shop_4,adult-cola,can,63333,330ml,34090.58
2751,2014-07-31,shop_4,orange-power,glass,64258,500ml,47502.99
2752,2014-07-31,shop_4,orange-power,plastic,52261,1.5lt,75977.47
2753,2014-07-31,shop_4,orange-power,can,99834,330ml,34149.16
2754,2014-07-31,shop_4,gazoza,glass,74450,500ml,45591.49
2755,2014-07-31,shop_4,gazoza,plastic,71844,1.5lt,65341.92
2756,2014-07-31,shop_4,gazoza,can,86851,330ml,27911.25
2757,2014-07-31,shop_4,lemon-boost,glass,46574,500ml,38999.26
2758,2014-07-31,shop_4,lemon-boost,plastic,38050,1.5lt,62364.79
2759,2014-07-31,shop_4,lemon-boost,can,38144,330ml,23901.75
2760,2014-07-31,shop_3,kinder-cola,glass,8426,500ml,14536.48
2761,2014-07-31,shop_3,kinder-cola,plastic,9939,1.5lt,33587.98
2762,2014-07-31,shop_3,kinder-cola,can,21800,330ml,16459.41
2763,2014-07-31,shop_3,adult-cola,glass,17934,500ml,24414.02
2764,2014-07-31,shop_3,adult-cola,plastic,10931,1.5lt,35211.7
2765,2014-07-31,shop_3,adult-cola,can,36256,330ml,23949.39
2766,2014-07-31,shop_3,orange-power,glass,43936,500ml,37306.97
2767,2014-07-31,shop_3,orange-power,plastic,51922,1.5lt,51815.65
2768,2014-07-31,shop_3,orange-power,can,53229,330ml,25943.86
2769,2014-07-31,shop_3,gazoza,glass,50268,500ml,31028.47
2770,2014-07-31,shop_3,gazoza,plastic,40341,1.5lt,31536.5
2771,2014-07-31,shop_3,gazoza,can,40827,330ml,15557.63
2772,2014-07-31,shop_3,lemon-boost,glass,20966,500ml,22076.79
2773,2014-07-31,shop_3,lemon-boost,plastic,16990,1.5lt,32060.71
2774,2014-07-31,shop_3,lemon-boost,can,41955,330ml,18535.41
2790,2014-08-31,shop_1,kinder-cola,glass,21137,500ml,22665.71
2791,2014-08-31,shop_1,kinder-cola,plastic,25920,1.5lt,30728.39
2792,2014-08-31,shop_1,kinder-cola,can,31826,330ml,14684.1
2793,2014-08-31,shop_1,adult-cola,glass,30370,500ml,31933.44
2794,2014-08-31,shop_1,adult-cola,plastic,25323,1.5lt,63833.05
2795,2014-08-31,shop_1,adult-cola,can,46029,330ml,21797.68
2796,2014-08-31,shop_1,orange-power,glass,47844,500ml,34517.15
2797,2014-08-31,shop_1,orange-power,plastic,29176,1.5lt,48298.45
2798,2014-08-31,shop_1,orange-power,can,57358,330ml,24001.86
2799,2014-08-31,shop_1,gazoza,glass,47669,500ml,28356.55
2800,2014-08-31,shop_1,gazoza,plastic,46075,1.5lt,40271.47
2801,2014-08-31,shop_1,gazoza,can,36450,330ml,13671.12
2802,2014-08-31,shop_1,lemon-boost,glass,33957,500ml,28252.85
2803,2014-08-31,shop_1,lemon-boost,plastic,20451,1.5lt,42350.1
2804,2014-08-31,shop_1,lemon-boost,can,26873,330ml,16784.07
2805,2014-08-31,shop_2,kinder-cola,glass,21652,500ml,24802.29
2806,2014-08-31,shop_2,kinder-cola,plastic,13717,1.5lt,46823.98
2807,2014-08-31,shop_2,kinder-cola,can,22290,330ml,17858.28
2808,2014-08-31,shop_2,adult-cola,glass,33091,500ml,40067.27
2809,2014-08-31,shop_2,adult-cola,plastic,37356,1.5lt,65987.43
2810,2014-08-31,shop_2,adult-cola,can,37205,330ml,23920.33
2811,2014-08-31,shop_2,orange-power,glass,37648,500ml,34851.31
2812,2014-08-31,shop_2,orange-power,plastic,26197,1.5lt,55736.92
2813,2014-08-31,shop_2,orange-power,can,38585,330ml,21939.4
2814,2014-08-31,shop_2,gazoza,glass,56424,500ml,35171.38
2815,2014-08-31,shop_2,gazoza,plastic,51654,1.5lt,37349.54
2816,2014-08-31,shop_2,gazoza,can,85681,330ml,21089.03
2817,2014-08-31,shop_2,lemon-boost,glass,32461,500ml,29835.33
2818,2014-08-31,shop_2,lemon-boost,plastic,24649,1.5lt,45679.93
2819,2014-08-31,shop_2,lemon-boost,can,35518,330ml,20366.05
2820,2014-08-31,shop_6,kinder-cola,glass,37534,500ml,38290.18
2821,2014-08-31,shop_6,kinder-cola,plastic,17162,1.5lt,59329.22
2822,2014-08-31,shop_6,kinder-cola,can,38096,330ml,28739.46
2823,2014-08-31,shop_6,adult-cola,glass,53278,500ml,59300.75
2824,2014-08-31,shop_6,adult-cola,plastic,24346,1.5lt,80442.58
2825,2014-08-31,shop_6,adult-cola,can,78593,330ml,36852.5
2826,2014-08-31,shop_6,orange-power,glass,37044,500ml,36709.79
2827,2014-08-31,shop_6,orange-power,plastic,50406,1.5lt,63095.65
2828,2014-08-31,shop_6,orange-power,can,60069,330ml,31287.18
2829,2014-08-31,shop_6,gazoza,glass,69679,500ml,47832.78
2830,2014-08-31,shop_6,gazoza,plastic,51349,1.5lt,58743.86
2831,2014-08-31,shop_6,gazoza,can,119725,330ml,32650.35
2832,2014-08-31,shop_6,lemon-boost,glass,43750,500ml,44135.39
2833,2014-08-31,shop_6,lemon-boost,plastic,25616,1.5lt,62847.04
2834,2014-08-31,shop_6,lemon-boost,can,43140,330ml,28023.59
2835,2014-08-31,shop_4,kinder-cola,glass,18945,500ml,26102.37
2836,2014-08-31,shop_4,kinder-cola,plastic,15132,1.5lt,50249.22
2837,2014-08-31,shop_4,kinder-cola,can,21736,330ml,18521.16
2838,2014-08-31,shop_4,adult-cola,glass,53766,500ml,49459.24
2839,2014-08-31,shop_4,adult-cola,plastic,15372,1.5lt,54283.58
2840,2014-08-31,shop_4,adult-cola,can,41215,330ml,28272.13
2841,2014-08-31,shop_4,orange-power,glass,49627,500ml,41281.72
2842,2014-08-31,shop_4,orange-power,plastic,35634,1.5lt,66994.22
2843,2014-08-31,shop_4,orange-power,can,40759,330ml,23205.31
2844,2014-08-31,shop_4,gazoza,glass,90905,500ml,47582.05
2845,2014-08-31,shop_4,gazoza,plastic,48286,1.5lt,50306.0
2846,2014-08-31,shop_4,gazoza,can,101423,330ml,27784.54
2847,2014-08-31,shop_4,lemon-boost,glass,31761,500ml,32512.22
2848,2014-08-31,shop_4,lemon-boost,plastic,24257,1.5lt,56454.01
2849,2014-08-31,shop_4,lemon-boost,can,37393,330ml,18537.51
2850,2014-08-31,shop_3,kinder-cola,glass,17318,500ml,19223.41
2851,2014-08-31,shop_3,kinder-cola,plastic,10641,1.5lt,32290.14
2852,2014-08-31,shop_3,kinder-cola,can,15233,330ml,13129.16
2853,2014-08-31,shop_3,adult-cola,glass,25382,500ml,24345.28
2854,2014-08-31,shop_3,adult-cola,plastic,11693,1.5lt,38000.85
2855,2014-08-31,shop_3,adult-cola,can,30902,330ml,18381.51
2856,2014-08-31,shop_3,orange-power,glass,34729,500ml,23974.19
2857,2014-08-31,shop_3,orange-power,plastic,21298,1.5lt,34669.03
2858,2014-08-31,shop_3,orange-power,can,53408,330ml,13977.18
2859,2014-08-31,shop_3,gazoza,glass,34184,500ml,22029.03
2860,2014-08-31,shop_3,gazoza,plastic,12587,1.5lt,19076.88
2861,2014-08-31,shop_3,gazoza,can,52278,330ml,16347.94
2862,2014-08-31,shop_3,lemon-boost,glass,17824,500ml,19278.8
2863,2014-08-31,shop_3,lemon-boost,plastic,6896,1.5lt,21146.65
2864,2014-08-31,shop_3,lemon-boost,can,24759,330ml,12315.43
2880,2014-09-30,shop_1,kinder-cola,glass,14130,500ml,15889.34
2881,2014-09-30,shop_1,kinder-cola,plastic,10886,1.5lt,36026.42
2882,2014-09-30,shop_1,kinder-cola,can,13722,330ml,11944.22
2883,2014-09-30,shop_1,adult-cola,glass,24582,500ml,26396.86
2884,2014-09-30,shop_1,adult-cola,plastic,18406,1.5lt,40272.32
2885,2014-09-30,shop_1,adult-cola,can,32426,330ml,20191.05
2886,2014-09-30,shop_1,orange-power,glass,65339,500ml,39992.27
2887,2014-09-30,shop_1,orange-power,plastic,21798,1.5lt,42366.65
2888,2014-09-30,shop_1,orange-power,can,24718,330ml,15170.09
2889,2014-09-30,shop_1,gazoza,glass,40121,500ml,24319.32
2890,2014-09-30,shop_1,gazoza,plastic,49550,1.5lt,30212.52
2891,2014-09-30,shop_1,gazoza,can,30884,330ml,12310.82
2892,2014-09-30,shop_1,lemon-boost,glass,18530,500ml,19258.15
2893,2014-09-30,shop_1,lemon-boost,plastic,12589,1.5lt,31380.38
2894,2014-09-30,shop_1,lemon-boost,can,31083,330ml,14856.54
2895,2014-09-30,shop_2,kinder-cola,glass,15171,500ml,19778.31
2896,2014-09-30,shop_2,kinder-cola,plastic,12293,1.5lt,39462.18
2897,2014-09-30,shop_2,kinder-cola,can,15571,330ml,13504.64
2898,2014-09-30,shop_2,adult-cola,glass,26346,500ml,31157.68
2899,2014-09-30,shop_2,adult-cola,plastic,22743,1.5lt,48613.37
2900,2014-09-30,shop_2,adult-cola,can,37168,330ml,20840.2
2901,2014-09-30,shop_2,orange-power,glass,33609,500ml,31243.93
2902,2014-09-30,shop_2,orange-power,plastic,22438,1.5lt,41563.92
2903,2014-09-30,shop_2,orange-power,can,36756,330ml,20474.35
2904,2014-09-30,shop_2,gazoza,glass,61194,500ml,34022.09
2905,2014-09-30,shop_2,gazoza,plastic,37696,1.5lt,39660.87
2906,2014-09-30,shop_2,gazoza,can,47765,330ml,17026.92
2907,2014-09-30,shop_2,lemon-boost,glass,29087,500ml,25295.36
2908,2014-09-30,shop_2,lemon-boost,plastic,17718,1.5lt,41606.28
2909,2014-09-30,shop_2,lemon-boost,can,22596,330ml,13517.68
2910,2014-09-30,shop_6,kinder-cola,glass,31440,500ml,33906.4
2911,2014-09-30,shop_6,kinder-cola,plastic,21827,1.5lt,56111.3
2912,2014-09-30,shop_6,kinder-cola,can,41896,330ml,27344.85
2913,2014-09-30,shop_6,adult-cola,glass,64112,500ml,44606.51
2914,2014-09-30,shop_6,adult-cola,plastic,31915,1.5lt,76362.76
2915,2014-09-30,shop_6,adult-cola,can,28894,330ml,25104.39
2916,2014-09-30,shop_6,orange-power,glass,53862,500ml,48700.85
2917,2014-09-30,shop_6,orange-power,plastic,30200,1.5lt,56626.78
2918,2014-09-30,shop_6,orange-power,can,65797,330ml,30874.54
2919,2014-09-30,shop_6,gazoza,glass,85406,500ml,49226.43
2920,2014-09-30,shop_6,gazoza,plastic,53956,1.5lt,54798.39
2921,2014-09-30,shop_6,gazoza,can,84881,330ml,27781.42
2922,2014-09-30,shop_6,lemon-boost,glass,50004,500ml,35724.37
2923,2014-09-30,shop_6,lemon-boost,plastic,33708,1.5lt,60712.22
2924,2014-09-30,shop_6,lemon-boost,can,52025,330ml,20968.75
2925,2014-09-30,shop_4,kinder-cola,glass,28478,500ml,24321.6
2926,2014-09-30,shop_4,kinder-cola,plastic,13508,1.5lt,45667.71
2927,2014-09-30,shop_4,kinder-cola,can,25273,330ml,15713.16
2928,2014-09-30,shop_4,adult-cola,glass,39247,500ml,37570.1
2929,2014-09-30,shop_4,adult-cola,plastic,13044,1.5lt,43938.8
2930,2014-09-30,shop_4,adult-cola,can,46229,330ml,24239.6
2931,2014-09-30,shop_4,orange-power,glass,44640,500ml,39630.6
2932,2014-09-30,shop_4,orange-power,plastic,35803,1.5lt,51183.58
2933,2014-09-30,shop_4,orange-power,can,37474,330ml,21355.52
2934,2014-09-30,shop_4,gazoza,glass,41510,500ml,28711.19
2935,2014-09-30,shop_4,gazoza,plastic,39233,1.5lt,40374.64
2936,2014-09-30,shop_4,gazoza,can,67863,330ml,19602.53
2937,2014-09-30,shop_4,lemon-boost,glass,30144,500ml,27052.12
2938,2014-09-30,shop_4,lemon-boost,plastic,24865,1.5lt,43893.01
2939,2014-09-30,shop_4,lemon-boost,can,31961,330ml,15668.19
2940,2014-09-30,shop_3,kinder-cola,glass,16061,500ml,15248.79
2941,2014-09-30,shop_3,kinder-cola,plastic,10542,1.5lt,20816.52
2942,2014-09-30,shop_3,kinder-cola,can,17795,330ml,11687.53
2943,2014-09-30,shop_3,adult-cola,glass,9589,500ml,13935.58
2944,2014-09-30,shop_3,adult-cola,plastic,13524,1.5lt,32498.97
2945,2014-09-30,shop_3,adult-cola,can,34982,330ml,17148.91
2946,2014-09-30,shop_3,orange-power,glass,21808,500ml,20236.84
2947,2014-09-30,shop_3,orange-power,plastic,21439,1.5lt,32167.89
2948,2014-09-30,shop_3,orange-power,can,50147,330ml,18432.71
2949,2014-09-30,shop_3,gazoza,glass,45476,500ml,21982.57
2950,2014-09-30,shop_3,gazoza,plastic,11701,1.5lt,17857.12
2951,2014-09-30,shop_3,gazoza,can,31123,330ml,10932.08
2952,2014-09-30,shop_3,lemon-boost,glass,19613,500ml,18087.34
2953,2014-09-30,shop_3,lemon-boost,plastic,14124,1.5lt,27665.47
2954,2014-09-30,shop_3,lemon-boost,can,21909,330ml,10554.77
2970,2014-10-31,shop_1,kinder-cola,glass,10050,500ml,14359.44
2971,2014-10-31,shop_1,kinder-cola,plastic,8408,1.5lt,27582.62
2972,2014-10-31,shop_1,kinder-cola,can,14826,330ml,11253.84
2973,2014-10-31,shop_1,adult-cola,glass,21027,500ml,23735.01
2974,2014-10-31,shop_1,adult-cola,plastic,14004,1.5lt,34729.41
2975,2014-10-31,shop_1,adult-cola,can,37875,330ml,15289.58
2976,2014-10-31,shop_1,orange-power,glass,27124,500ml,22982.09
2977,2014-10-31,shop_1,orange-power,plastic,33889,1.5lt,27514.07
2978,2014-10-31,shop_1,orange-power,can,30679,330ml,13444.28
2979,2014-10-31,shop_1,gazoza,glass,36652,500ml,24904.42
2980,2014-10-31,shop_1,gazoza,plastic,24182,1.5lt,27087.31
2981,2014-10-31,shop_1,gazoza,can,38763,330ml,14187.24
2982,2014-10-31,shop_1,lemon-boost,glass,14147,500ml,13746.66
2983,2014-10-31,shop_1,lemon-boost,plastic,17043,1.5lt,24661.41
2984,2014-10-31,shop_1,lemon-boost,can,16957,330ml,10567.76
2985,2014-10-31,shop_2,kinder-cola,glass,11369,500ml,16784.93
2986,2014-10-31,shop_2,kinder-cola,plastic,14091,1.5lt,35373.34
2987,2014-10-31,shop_2,kinder-cola,can,23119,330ml,16582.46
2988,2014-10-31,shop_2,adult-cola,glass,21440,500ml,24381.48
2989,2014-10-31,shop_2,adult-cola,plastic,20918,1.5lt,52533.89
2990,2014-10-31,shop_2,adult-cola,can,25813,330ml,18493.81
2991,2014-10-31,shop_2,orange-power,glass,34144,500ml,27624.38
2992,2014-10-31,shop_2,orange-power,plastic,19011,1.5lt,37503.52
2993,2014-10-31,shop_2,orange-power,can,38791,330ml,17472.36
2994,2014-10-31,shop_2,gazoza,glass,34435,500ml,22638.37
2995,2014-10-31,shop_2,gazoza,plastic,53861,1.5lt,26329.59
2996,2014-10-31,shop_2,gazoza,can,39810,330ml,13627.52
2997,2014-10-31,shop_2,lemon-boost,glass,15131,500ml,17960.15
2998,2014-10-31,shop_2,lemon-boost,plastic,17614,1.5lt,38195.67
2999,2014-10-31,shop_2,lemon-boost,can,29085,330ml,15157.22
3000,2014-10-31,shop_6,kinder-cola,glass,21415,500ml,25944.59
3001,2014-10-31,shop_6,kinder-cola,plastic,17565,1.5lt,46178.88
3002,2014-10-31,shop_6,kinder-cola,can,25258,330ml,21162.5
3003,2014-10-31,shop_6,adult-cola,glass,24973,500ml,29823.22
3004,2014-10-31,shop_6,adult-cola,plastic,19137,1.5lt,59102.91
3005,2014-10-31,shop_6,adult-cola,can,31491,330ml,22762.81
3006,2014-10-31,shop_6,orange-power,glass,37347,500ml,32342.59
